DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Density_2000,All_Population_Density_2005,All_Population_Density_2010,All_Population_Density_2015,Aridity,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Global_Human_Footprint,Growing_Season_Length,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Malaria_2000,Malaria_2005,Malaria_2010,Malaria_2015,Nightlights_Composite,Potential_Evapotranspiration,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015
GH201400000237,GHGE71FL,GH,2014,237,GH2014DHS,30187.0293,34319.625,38683.59375,84.56768776,96.08829861,109.2427593,123.1337032,9361.032258,0.004703129,0.00728717,0.009912892,-9999,4451.111111,4510.111111,4577.555556,4443.333333,4607.222222,4665.111111,4681,33.00806452,12.0,0.136743863,0.208224228,0.649294581,0.58957856,0.538705758,0.527708428,0.413951772,0.019322075,1632.943548,65401.33854,49653.16955,88187.67666,1506,1217.3,1472.7,1207.5,1414.7,1643.6,1186.6,0.443694822249874,0,0,0,27.79899851,24.91066742,26.45066833,27.96466573,26.61033376,25.45000203,26.33499908,28.09633382,27.35600026,26.97166697,26.35199992,25.69333394,224.2177419,40836.94922,43601.24219,46261.95313,48336.42188,129.9880466,138.7870644,147.2563704,153.8596095
GH201400000238,GHGE71FL,GH,2014,238,GH2014DHS,107042.5156,121696.6094,137171.125,7496.876715,8518.172739,9684.308472,10915.7313,8722.066667,0.63906455,0.986439943,0.994893392,-9999,3482,3364,3342,3339,3067,2814,2757,76.93333333,12,0.026919076,0.056482263,0.263270649,0.244568869,0.205994815,0.217950284,0.152998045,9.183249919,1644.266667,158404.3442,9353.337243,31290.94784,1512,1161,1380,1150,1269,1368,1065,0.36543114980061847,3,3,3,27.46100044,24.52599907,26.2840004,27.65099907,26.47699928,24.87899971,25.83200073,27.71700096,26.88599968,26.65399933,25.86400032,25.15299988,6.6,52353.45313,68249.20313,88730.1875,113856.0781,4166.155427,5431.09902,7060.923971,9060.378815
GH201400000239,GHGE71FL,GH,2014,239,GH2014DHS,46473.08203,52835.23828,59553.58984,130.1923742,147.9284145,168.1797868,189.564964,9576.155914,0.013632432,0.02046419,0.025438536,-9999,4244.333333,4320.555556,4469.888889,4339.888889,4453.777778,4513.222222,4554.444444,33.83333333,12.0,0.137783235,0.208809689,0.65086884,0.58068943,0.534115791,0.511510015,0.394828856,0.137213788,1611.704301,69560.8282,60169.05219,87458.16327,1542.8,1215.9,1486,1231.3,1396.7,1632.9,1193.9,0.9601851432554184,0,0,0,27.68499947,24.81024933,26.33474922,27.81125259,26.51625061,25.30674934,26.17550087,27.94549942,27.23025131,26.82649994,26.21724892,25.55350113,277.6370968,34702.6875,37014.29688,39232.125,40947.14063,110.4620851,117.8201663,124.8797324,130.3387967
GH201400000240,GHGE71FL,GH,2014,240,GH2014DHS,78472.50781,89215.38281,100559.7031,5495.935387,6244.643757,7099.534587,8002.286912,10159.21429,0.107970715,0.188568079,0.315369569,-9999,1564,1754,1717,2873,3623,3661,3636,68.57142857,12,0.011192502,0.066916972,0.440426955,0.511761904,0.449608743,0.316162407,0.241269007,1.416280562,1408.714286,3091.898034,54468.14634,163274.9379,1452,1236,1378,1035,1259,1567,1150,0.017988945756639754,1,2,3,27.5,24.41940308,26.985075,27.69552231,26.6776123,25.11343384,25.94179153,27.59850693,26.99253654,26.92238808,25.80895424,25.02388,70.35714286,11153.77539,14681.20117,19202.66992,24732.5,887.5892437,1168.292868,1528.099919,1968.149815
GH201400000241,GHGE71FL,GH,2014,241,GH2014DHS,3648.717041,4148.225098,4675.699219,255.5431167,290.3556765,330.1052647,372.0803216,7606.875,0.128115783,0.147876273,0.332231025,4,3673,3607,3721,3664,3953,3928,4000,33.625,11.0,0.103015937,0.166290353,0.620636949,0.468548,0.439502478,0.436688274,0.237939909,2.870761599,1659.75,112328.7022,14802.31336,114201.3522,1475,1135,1248,1159,1103,1409,917,0.41965562105178833,2,2,3,27.23699951,24.14100075,25.86800003,27.73600006,26.27799988,24.37400055,25.1420002,27.80599976,26.58099937,26.07999992,25.25099945,24.62800026,124.625,1100.165771,1249.419434,1409.995605,1566.878052,87.54841034,99.42563946,112.2038851,124.6881936
GH201400000242,GHGE71FL,GH,2014,242,GH2014DHS,1759.552856,2000.435303,2254.803711,123.2328253,140.0207673,159.1895834,179.4315782,9934.333333,0.148317715,0.190747996,0.355683525,-9999,4798,4816,4968,4929,5177,5153,5163,46.86666667,11,0.13526037,0.192342379,0.645571059,0.492743552,0.310899019,0.378201902,0.293178529,1.885388359,1567.133333,52060.89358,79676.06152,88439.33223,1502,1288,1643,1311,1496,1681,1164,0.9313624064127605,2,2,3,26.87999916,24.16300011,26.04299927,26.96899986,25.93899918,24.4640007,25.2859993,26.94799995,26.50699997,26.12299919,25.66799927,24.99399948,61.66666667,2410.94043,2709.886719,3026.762451,3328.974854,191.8565435,215.6459333,240.8621028,264.9114017
GH201400000243,GHGE71FL,GH,2014,243,GH2014DHS,148049.1094,168317,189719.6094,10368.83264,11781.37379,13394.24128,15097.40682,5573.785714,0.936704499,0.955748286,0.952793734,-9999,1309,1310,1295,1328,1421,1402,1399,87.30769231,-9999,0.015259877,0.032826459,0.253650472,0.271131575,0.107344158,0.094274901,0.109558538,21.90045916,1449,2242.6439,117626.1881,71986.83291,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.3012621800104777,3,3,3,28.61964226,25.33214188,27.7767849,28.6071434,27.76607132,25.58392906,26.6785717,28.73392868,27.89642906,27.96071434,27.12321472,26.10178566,1.928571429,96082.85938,114169.3281,134807.4844,156741.75,7646.031008,9085.306458,10727.63875,12473.11215
GH201400000244,GHGE71FL,GH,2014,244,GH2014DHS,77990.45313,88667.32031,99941.95313,5462.1734,6206.283065,7055.921159,7953.127931,8895.5,0.436203003,0.658633272,0.839757284,-9999,3562,3439,3399,3453,3437,3313,3336,86,12,0.047192181,0.108142246,0.491825049,0.33463195,0.276506811,0.31196931,0.208092645,8.084290059,1646.571429,167331.7951,18015.1764,22929.97335,1690,1154,1438,1159,1290,1434,1090,0.40639128003801617,3,3,3,27.24799919,24.21100044,26.03899956,27.34799957,26.16500092,24.55900002,25.61499977,27.48399925,26.69300079,26.36899948,25.60300064,24.88500023,15.92857143,47180.93359,61971.94531,80924.24219,104094.3828,3754.5394,4931.570715,6439.74658,8283.567785
GH201400000245,GHGE71FL,GH,2014,245,GH2014DHS,3307.345215,3760.120117,4238.244141,231.6346715,263.1901697,299.2208516,337.2687525,10019,0.705971865,0.747600996,0.757356497,-9999,2272,2138,2332,2838,3234,3215,3193,97.33333333,12,0.01076776,0.069416742,0.464419504,0.473575592,0.429610848,0.288854033,0.21016252,9.793633823,1399.266667,1218.934487,63537.40657,170360.9689,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.020779805524008616,3,3,3,27.5,24.41940308,26.985075,27.69552231,26.6776123,25.11343384,25.94179153,27.59850693,26.99253654,26.92238808,25.80895424,25.02388,57.86666667,19855.11719,26134.32813,34183.12891,44026.92969,1580.020023,2079.703753,2720.206968,3503.551745
GH201400000246,GHGE71FL,GH,2014,246,GH2014DHS,61654.11328,70094.54688,79007.52344,172.7213851,196.2511378,223.1178724,251.4887579,5631.864721,0.005537693,0.011476638,0.016473269,3.714285714,2364.6,2429.7,2517.1,2656.6,2698.2,2820.8,2749.9,31.92307692,8.0,0.144557177,0.20045856,0.602648484,0.574960845,0.518193245,0.618597576,0.381572383,0.938181764,1831.100796,29535.10374,56600.15924,173679.9021,1040.9,933.4,1041.5,1003.3,930.8,1104.6,907.4,0.10085788392894147,0,0,0,30.02975082,25.08950043,26.26649857,29.20949936,26.85449982,25.53924942,26.90774918,30.70800018,28.63425064,27.3125,26.86400032,25.59700012,71.53580902,16440.60938,17702.90039,18942.43359,19958.76367,52.33208501,56.35008208,60.2956388,63.53071792
GH201400000247,GHGE71FL,GH,2014,247,GH2014DHS,22472.36133,25548.82422,28797.52344,62.9553728,71.53174777,81.3244333,91.66536409,7728.035422,0.000582819,0.00075665,0.004604497,-9999,4008.5,4011.4,4061.1,3929.6,4270.3,4372.4,4355.7,30.80108992,12.0,0.192749668,0.222429313,0.69695071,0.548400044,0.374459445,0.322627127,0.267607957,0.031491487,1714.220708,63621.14803,102196.6804,9895.973695,1434,1253.363636,1530.181818,1096.909091,1198.636364,1455.909091,1029.181818,1.451850080360184,0,0,0,27.39225006,24.56475067,26.46624947,27.53775024,26.31750107,24.78274918,25.63850021,27.78000069,26.8105011,26.31925011,25.71500015,25.14125061,127.7111717,56008.46875,57536.21875,58778.24219,59177.17578,178.2804931,183.1434724,187.0969558,188.3668009
GH201400000248,GHGE71FL,GH,2014,248,GH2014DHS,94030.64063,106903.4219,120496.8906,263.4228919,299.3088252,340.2841606,383.5535153,7120.364865,0.003472671,0.004515706,0.033665859,-9999,3362,3641.8,3637,3717.1,4010.5,4135.7,4142.4,31.78436658,10.0,0.023940638,0.081575011,0.507070828,0.471269498,0.277219351,0.370622782,0.304903966,0.305792514,1470.759459,12998.95985,78608.6292,101647.2255,981,765.6,1172.3,806.5,984.3,1231.3,835.1,0.10840484000541069,0,0,1,27.81033325,24.73300171,27.14099884,27.8106664,27.00833384,25.03333282,26.05966695,27.99766541,27.3136673,27.12099965,26.3736674,25.65866852,79.09189189,110706.4531,131545.1719,155324.6875,180597.25,352.3895849,418.721287,494.413836,574.8589009
GH201400000249,GHGE71FL,GH,2014,249,GH2014DHS,5579.766113,6343.635742,7150.269531,390.7869724,444.0236791,504.8104928,569.0003701,7854.266667,0.111013393,0.126117408,0.147593836,-9999,1725,1721,1712,1610,1810,1530,1798,43.6,11,0.230348074,0.288501596,0.814010337,0.446286231,0.17310071,0.366340905,0.235011354,3.976127625,1776.2,32049.29454,27629.3335,1494.324062,1575,1246,1504,1104,1059,1340,1003,0.8424175262451172,2,1,2,28.23399925,25.19300079,26.95400047,28.54100037,27.27799988,25.51399994,26.52899933,28.65999985,27.59600067,27.29299927,26.58099937,25.99200058,142.9333333,1987.357178,2211.5896,2445.635254,2663.095703,158.1488593,175.9927085,194.6174698,211.9224225
GH201400000250,GHGE71FL,GH,2014,250,GH2014DHS,122244.6172,138979.8594,156652.0625,8561.576656,9727.917547,11059.66581,12465.97505,5793.785714,0.816590309,0.844890448,0.85251346,-9999,1718,1899,1819,1956,2003,1951,1950,77.57142857,-9999,0.014574977,0.029264148,0.23064771,0.283198595,0.120212071,0.117728256,0.125821248,15.3024352,1463.357143,5139.572811,112225.539,73336.48509,901,700,1102,739,916,1100,824,0.5310801097324916,3,3,3,28.10120392,24.8879509,27.56505966,28.19758987,27.47108459,25.18313217,26.31445885,28.28674698,27.49036217,27.55301285,26.62530136,25.67108345,8.642857143,82664.46875,98225.09375,115981.0391,134852.0938,6578.22941,7816.504603,9229.477839,10731.18866
GH201400000251,GHGE71FL,GH,2014,251,GH2014DHS,7164.687988,8145.532227,9181.289063,501.7892688,570.1477545,648.200859,730.6237692,10158.4,0.180780557,0.239490564,0.253170894,-9999,4277,4253,4255,4513,4850,4874,4860,54.8,12,0.181159877,0.238843196,0.704149598,0.483435631,0.330009401,0.374730915,0.268442154,0.860148748,1616.866667,82729.23902,84023.60477,72541.76048,1651,1337,1600,1375,1495,1724,1130,0.5562753041585287,2,2,2,27.09200096,24.40699959,26.03499985,27.23699951,26.08600044,24.67200089,25.42099953,27.22100067,26.73900032,26.28999901,25.94499969,25.20100021,88.26666667,1873.704346,1939.342773,1994.651489,2020.162964,149.1046543,154.3279943,158.7293221,160.7594608
GH201400000252,GHGE71FL,GH,2014,252,GH2014DHS,28594.34375,32508.9043,36642.62109,2002.646027,2275.465576,2586.976407,2915.927137,5591.9375,0.117213164,0.236264774,0.32728093,1,2329,2422,2525,2593,2642,2806,2666,53.5625,8,0.132151341,0.18196078,0.543305193,0.530624986,0.467997223,0.583353639,0.327152908,9.566578349,1832.4375,28129.40824,60765.15429,177888.8383,995,885,1054,1000,912,1076,900,0.0741560161113739,3,3,3,30.03300095,25.09700012,26.33399963,29.20700073,26.89999962,25.53300095,26.93400002,30.71299934,28.65399933,27.38100052,26.93000031,25.62700081,40.1875,741.5960083,798.6225586,854.6332397,900.5841064,59.01433525,63.55236393,68.00955231,71.6662061
GH201400000253,GHGE71FL,GH,2014,253,GH2014DHS,68860.39844,78287.375,88242.125,192.9094933,219.1894559,249.1964543,280.8834077,8399.013514,0.026339102,0.090042084,0.127148922,-9999,4744,4725.444444,4799.666667,4732.888889,4806.444444,4908,4875.111111,35.86486486,12.0,0.093340344,0.162478079,0.593323289,0.443495433,0.405315208,0.401058261,0.277094428,0.470209066,1650.016216,140183.8516,5191.593372,47716.76298,1581.666667,1195.888889,1404,1165.777778,1320,1470.555556,1125.888889,0.22828552658493453,0,1,1,27.06825066,24.03399849,25.91625214,27.26749992,25.92074966,24.40024948,25.42000008,27.3947506,26.51350021,26.26074982,25.44175148,24.76925087,58.98648649,59558.72266,64959.99219,71000.89844,77135.09375,189.5813023,206.7740772,226.002879,245.5286291
GH201400000254,GHGE71FL,GH,2014,254,GH2014DHS,16383.45508,18626.34375,20994.80664,1147.43883,1303.75393,1482.23734,1670.713628,7232,0.573377609,0.686309719,0.756490517,-9999,1535,1513,1437,2025,2612,2737,2774,58.16666667,10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.051093893,1443.833333,424.3966253,72647.13589,116473.5475,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.7925187891179865,2,2,3,28.01888847,24.9711113,27.5466671,28.12111092,27.37999916,25.24333382,26.24555588,28.25111198,27.44111061,27.54111099,26.54888916,25.85777664,12.75,5438.381836,6462.019531,7630.181641,8871.650391,432.7726758,514.2311754,607.1905624,705.9835066
GH201400000255,GHGE71FL,GH,2014,255,GH2014DHS,17432.37305,19818.86328,22338.95898,48.83605394,55.48896681,63.08540115,71.1071149,6600.414439,2.69E-05,5.06E-05,0.000131589,4.214285714,2724.083333,2696.333333,2777.333333,2872.166667,3044.5,3081.583333,3145.5,29.66933333,9.0,0.136684853,0.20255216,0.684824321,0.646123818,0.607305867,0.664576667,0.457778965,0.011530081,1846.572193,52100.98068,78675.46579,27346.77013,1271,1086.7,1347.6,1296.8,1173.1,1447.7,1093.7,0.21376535344251338,0,0,0,29.52866618,25.45433299,26.9943339,29.57733409,27.59300232,25.8149999,26.66299947,30.30166626,28.31333415,27.67100016,27.05599976,26.0636673,137.5668449,9240.214844,11776.24219,14913.91602,18598.73828,29.41251735,37.48494311,47.47246911,59.20162265
GH201400000256,GHGE71FL,GH,2014,256,GH2014DHS,854088,971012.375,1094483,2392.691448,2718.646541,3090.828386,3483.847592,8920.008065,0.235563164,0.482744524,0.631626165,-9999,3831,3868.9,3874,3969.9,3971.9,3911,3911.7,43.48387097,12.0,0.046916205,0.107225864,0.479128364,0.356647402,0.31906563,0.325303495,0.226767987,4.462292076,1644.107527,163353.3569,17377.35671,22821.76234,1568.5,1191.6,1415.3,1187.5,1302,1467.7,1098,0.12550503720519363,1,3,3,27.31966654,24.37733205,26.18166606,27.48533376,26.22699992,24.78700002,25.76366679,27.59766642,26.85666656,26.55133311,25.75466665,25.10066732,53.27688172,545750.125,709182.625,917441.625,1170568,1737.176602,2257.398406,2920.307392,3726.033669
GH201400000257,GHGE71FL,GH,2014,257,GH2014DHS,20102.77539,22854.83984,25760.98242,1407.926902,1599.728037,1818.730367,2049.993846,6986.428571,0.04161964,0.0432883,0.13150847,-9999,2556,2532,2640,2966,3491,3658,3511,53,11,0.197014171,0.217533997,0.678781059,0.512268186,0.310633838,0.256971925,0.219486177,6.052171834,1756.642857,60846.34201,99481.63395,1244.033446,1404,1209,1423,1063,1148,1408,1024,1.2088681629725866,2,2,2,27.95100021,25.10499954,27.03100014,28.18499947,26.96800041,25.39800072,26.24300003,28.4659996,27.41500092,26.94199944,26.22999954,25.62800026,91.5,1576.085449,1788.404419,2016.54834,2239.030518,125.420895,142.3167018,160.4718181,178.1763873
GH201400000258,GHGE71FL,GH,2014,258,GH2014DHS,1539.725098,1753.277222,1981.922852,107.6811221,122.5274302,139.5213682,157.7164094,4714.666667,0.004249877,0.006311475,0.010808241,5,1716,1789,1945,2160,2190,2377,2300,37.2,7,0.05207508,0.152367022,0.600508817,0.51594162,0.583509564,0.617502928,0.252281576,0.491283948,1955.4,1611.072171,45905.1329,235609.6704,809,791,965,880,916,1032,983,0.11173051993052165,0,0,1,31.58300018,25.71700096,26.93799973,29.16399956,27.08500099,26.26799965,27.72100067,31.42000008,30.08300018,28.26099968,27.79299927,26.22500038,93.4,2404.050781,2624.152588,2850.164795,3054.469727,191.3082826,208.8234279,226.8089079,243.0669778
GH201400000259,GHGE71FL,GH,2014,259,GH2014DHS,38812.39063,44125.80469,49736.6875,108.7312751,123.5436764,140.4567987,158.3167934,9840.77628,0.012447925,0.019539623,0.02695149,-9999,4438.8,4455.6,4447,4371.3,4713,4803.6,4833.9,33.67924528,12.0,0.094110621,0.172065186,0.644438826,0.535776647,0.456455962,0.528155327,0.3855141,0.060388092,1584.409704,86178.3475,44385.57005,59957.75392,1642.6,1337.9,1417.5,1275.5,1465.1,1680.4,1186.1,0.40676369885550034,0,0,1,27.43124962,24.71050262,26.59800148,27.49399948,26.42700005,25.07699966,25.97100067,27.54974937,27.20200157,26.72724915,26.15399933,25.48849869,190.6549865,29693.98047,32321.02734,35084.89844,37637.53516,94.51887544,102.8810253,111.6787003,119.8039953
GH201400000260,GHGE71FL,GH,2014,260,GH2014DHS,121759.5,138428.3438,156030.4063,8527.602049,9689.313147,11015.77759,12416.50522,5621.066667,0.953414122,0.953451872,0.953226884,-9999,1099,1123,1167,1458,1691,1656,1650,80.6,-9999,0.015612475,0.032289062,0.250963664,0.256608307,0.095864438,0.078159608,0.095873423,25.2000197,1439.8,3607.211008,122061.7527,67351.61041,710,542,953,568,675,849,637,0.16649537086486815,3,3,3,28.61964226,25.33214188,27.7767849,28.6071434,27.76607132,25.58392906,26.6785717,28.73392868,27.89642906,27.96071434,27.12321472,26.10178566,7.266666667,103090.3281,122495.875,144639.2188,168173.1875,8203.667651,9747.912007,11510.02332,13382.79704
GH201400000261,GHGE71FL,GH,2014,261,GH2014DHS,88054,100108.5703,112838.0156,6166.988579,7007.11468,7966.386905,8979.363976,8723.714286,0.443379035,0.876514141,0.952842859,-9999,4594,4721,4545,4409,4470,4398,4396,68.78571429,12,0.032396586,0.063579561,0.280614425,0.253182411,0.217344999,0.22120446,0.156820267,8.779567912,1647.785714,153677.217,4602.57168,33885.35152,1599,1287,1401,1192,1369,1476,1168,0.3001589775085449,3,3,3,27.46100044,24.52599907,26.2840004,27.65099907,26.47699928,24.87899971,25.83200073,27.71700096,26.88599968,26.65399933,25.86400032,25.15299988,17,42717.59375,56103.54297,73256.875,94229.17188,3399.358101,4464.578094,5829.596886,7498.519244
GH201400000262,GHGE71FL,GH,2014,262,GH2014DHS,6540.866699,7436.310059,8381.884766,458.0990221,520.5056336,591.7627521,667.0091965,5216.357143,0.004356274,0.019486508,0.026564649,1,1753,1752,1958,2138,2182,2187,2228,37,8.0,0.145043534,0.259566916,0.722481131,0.541482627,0.483466327,0.605842769,0.339409381,1.202167265,1919.071429,2972.79377,27048.7387,254060.7084,1193,1026,1162,1140,1039,1224,1177,0.8086293084280831,0,0,0,30.95100021,25.72900009,26.3599987,28.93400002,26.56299973,26.24099922,27.65500069,30.96199989,29.45999908,27.98800087,27.75,26.25799942,144.5,1099.214478,1178.609253,1255.802856,1317.57959,87.47270885,93.79074429,99.93361604,104.8496523
GH201400000263,GHGE71FL,GH,2014,263,GH2014DHS,5518.635254,6274.135254,7071.932129,386.5055645,439.1590399,499.2798197,562.7664778,5958.0625,0.516812618,0.53396291,0.561763323,4,2321,2309,2360,2540,2757,2586,2643,67.5,9,0.123879881,0.135979768,0.493553014,0.52254349,0.403486192,0.438679993,0.231320664,12.53290847,1852.625,116673.4115,83585.8089,47285.43641,1222,978,1182,1216,1006,1366,928,0.025746019557118416,3,3,3,30.56500053,25.68499947,26.83799934,30.38299942,27.69600105,26.2840004,27.34700012,31.48800087,29.14999962,28.08500099,27.56399918,26.35000038,3.375,4982.629883,5592.583496,6237.734375,6850.897461,396.5050877,445.043654,496.3831297,545.1770978
GH201400000264,GHGE71FL,GH,2014,264,GH2014DHS,9930.771484,11290.29102,12725.9248,27.82063531,31.61062741,35.9381125,40.50787675,7038.524324,0.003833074,0.005414378,0.013138236,4,3211.1,3255.9,3404.5,3357.1,3603.6,3558.2,3621.2,26.08918919,11.0,0.120113293,0.190762957,0.666859656,0.496670659,0.459676043,0.486536662,0.258854802,0.030493684,1746.162162,156899.0757,32255.93635,67012.37673,1535.333333,1136.222222,1255,1102.777778,1197,1371,978.1111111,0.27389868658942146,0,0,1,27.94425011,24.87450027,26.24349976,28.20375061,26.57500076,25.26074982,25.94574928,28.41975021,27.24150085,26.7492485,25.9857502,25.49425125,248.172973,17431.33789,18202.10156,18937.07422,19457.14844,55.4856718,57.93908876,60.2785794,61.93402705
GH201400000265,GHGE71FL,GH,2014,265,GH2014DHS,96354.14063,109545,123474.375,269.9320555,306.7047554,348.6925648,393.0311425,9981.196185,0.009122762,0.011594483,0.030239274,-9999,4431.8,4427.4,4551.6,4389.5,4590.5,4738.8,4753.5,37.23433243,12.0,0.202349887,0.242336088,0.703593606,0.534394205,0.357190907,0.420162946,0.311624646,0.157911071,1623.517711,79045.40539,111511.4139,46663.34597,1724.9,1406.2,1826.2,1354.6,1445.6,1649.9,1175.2,1.6828729697079359,0,0,0,26.061999,23.23399862,25.13400014,25.96733348,24.94466654,23.44900004,24.3093338,26.13233185,25.48433431,25.12666575,24.688001,24.03366597,58.94550409,46903.92188,56512.79297,67673.82813,79812.39063,149.2998204,179.885807,215.4124853,254.0507298
GH201400000266,GHGE71FL,GH,2014,266,GH2014DHS,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GH201400000267,GHGE71FL,GH,2014,267,GH2014DHS,15475.30078,17593.86523,19831.03906,1083.834904,1231.485307,1400.07531,1578.103947,9933.933333,0.055163347,0.075123163,0.088298541,-9999,4201,4287,4455,4592,4815,5115,5126,44.06666667,12.0,0.20733626,0.244535831,0.7119388,0.500310481,0.307021379,0.376080096,0.27259019,1.409805923,1574.2,91229.87815,93476.16932,23366.53507,1744,1259,1830,1299,1372,1554,1094,1.7544240315755208,0,0,1,24.87000084,21.89500046,23.79299927,24.74699974,23.875,22.11300087,23.04299927,24.89800072,24.1760006,23.9489994,23.48600006,22.80500031,35.06666667,1077.912231,1208.465332,1346.321899,1476.963623,85.77752989,96.16661557,107.1368926,117.5330307
GH201400000268,GHGE71FL,GH,2014,268,GH2014DHS,214628.3125,245044.75,278337.75,598.942028,683.1831372,780.0016648,885.9765752,6112.162602,0.079870759,0.095433297,0.140156309,-9999,2602,2710.1,2553.1,2831.3,3158.3,3262.9,3195.8,35.5,10.0,0.270028581,0.297023972,0.78671596,0.420160037,0.408139009,0.27735215,0.11936306,0.410868616,1510.674797,3705.262542,80742.81787,15741.32203,830.7272727,745.6363636,953,691.0909091,825.0909091,1266.909091,834.4545455,0.034386634826660156,1,1,1,28.58734894,25.42258199,27.61633301,28.6865565,27.68282064,25.73816681,26.71286265,28.91006978,27.95899963,27.62674967,26.76005554,26.17180379,197.8075881,161513.0156,195779.1094,244205.7344,311067.1875,514.1118961,623.1842603,777.3309952,990.1576105
GH201400000269,GHGE71FL,GH,2014,269,GH2014DHS,31853.83594,36214.62109,40819.54297,2230.929236,2534.847723,2881.867979,3248.316019,5287,0.607851982,0.666269889,0.677088371,-9999,1795,1718,1682,1992,2240,2358,2333,84.2,10.0,0.029069199,0.039956803,0.260370134,0.307218879,0.150557518,0.102830678,0.113568597,11.23919478,1470,2656.734894,138763.0126,51049.6992,762,663,925,611,771,966,704,0.13076226711273192,3,3,3,28.54285812,25.23857117,27.86142731,28.67285728,27.84857178,25.47285652,26.60428619,28.79285622,27.75857162,27.90857124,26.97999954,26.0014286,7.133333333,15616.00098,18555.50781,21909.75,25474.66602,1242.681874,1476.600395,1743.522507,2027.20951
GH201400000270,GHGE71FL,GH,2014,270,GH2014DHS,32743.94727,37226.58594,41960.1875,91.73077925,104.2272213,118.4959033,133.5634251,10398.66846,0.006229293,0.013776996,0.020497873,-9999,3995.888889,4011.333333,4090.888889,4030.444444,4228.555556,4331.555556,4351.111111,35.6027027,12.0,0.150952696,0.217519264,0.661479588,0.627626546,0.6149779,0.53073314,0.42043368,0.090200795,1576.296496,38042.86571,43014.47731,73639.16856,1525.555556,1583.555556,1612.111111,1310.888889,1468.777778,1770.666667,1308.444444,0.8945368435183625,0,0,0,27.90066528,24.88599904,26.85466512,27.92199961,26.93333435,25.40700022,26.3100001,28.09833272,27.49533335,27.08799998,26.46966553,25.72366842,273.2102426,13721.44141,14083.54102,14368.62305,14439.73633,43.67670453,44.82930339,45.73674768,45.96310828
GH201400000271,GHGE71FL,GH,2014,271,GH2014DHS,145559.4375,165486.4844,186529.1719,10194.4641,11583.252,13168.996,14843.51987,5838.266667,0.991131147,0.991801262,0.991813501,-9999,1064,1271,1378,1412,1498,1466,1469,87.8,10,0.018728846,0.035200426,0.254446187,0.283712894,0.111183316,0.096430741,0.113392964,18.29717611,1470.733333,9443.189247,116161.0263,67322.57198,832,689,1014,638,732,908,680,0.26491875648498536,3,3,3,28.54400063,25.35499954,27.66900063,28.58300018,27.75099945,25.55599976,26.63100052,28.69000053,27.82500076,27.72299957,26.91799927,26.08600044,10.13333333,76199.64063,90543.32813,106910.6563,124305.9063,6063.774734,7205.209118,8507.67971,9891.949722
